UserId,degree,betweenness,closeness,eigenvector,community
111,20,56.741478846635324,0.3501142374649216,0.041303943428464114,1
112,15,22.25378045301602,0.09903791148785689,1.9711074446320262e-08,2
113,12,3.4983526185407605,0.08827292110874199,2.7247251810574167e-08,2
114,5,0.0,0.07269534679543459,7.939246456080551e-09,2
115,16,55.85586901366926,0.3117313432835821,0.022152116848219584,1
116,10,1.5500612598403898,0.27559745476937514,0.01262928704522639,1
117,7,91.12499672072991,0.3355959437263443,0.01749744994035555,1
118,45,287.75356323208354,0.3449486175678982,0.07746071491914445,3
119,75,4072.366036555547,0.3615440837051854,0.10971434590976854,3
120,19,44.680699177792235,0.31499798909643395,0.02733320070163691,1
121,25,79.41598137179642,0.10261328735384449,4.2918680577125415e-08,2
122,13,6.820071897076634,0.09411880992389049,2.335737843352809e-08,2
123,13,5.684725908157011,0.3435406640268048,0.03354418857417492,3
124,18,30.295753898219225,0.32223377751365684,0.028861726930158715,1
125,22,396.9219520072264,0.3393849301877708,0.02290369642625977,1
126,13,8.559028015368385,0.0905219127293469,2.380145831264922e-08,2
127,14,14.788387507011594,0.09474626865671643,3.109180720165347e-08,2
128,20,42.447738668011574,0.3596900114810562,0.052043072268400214,1
129,15,13.409249646244886,0.3259777795761703,0.0325656327788321,3
130,26,121.94472772909123,0.35394223165082905,0.05147682137054694,1
131,14,18.617221573918187,0.3355959437263443,0.031180337263788046,3
132,8,37.32756334676638,0.326737044590711,0.01236764866299448,1
133,10,69.02001305390321,0.33640073016213895,0.019294762837720615,1
134,16,150.97816382884398,0.3486638885110487,0.025342706563977285,1
135,14,28.974418142122175,0.10115259998937695,3.022699855355858e-08,2
136,5,0.0,0.26106533091366985,0.002585968743870084,1
137,25,34.88462412641838,0.3342631560229037,0.0537975223243952,3
138,21,32.56441498816935,0.2754170899429554,0.010118955054026988,4
139,11,18.70298410611797,0.3385658193345421,0.024111314260888594,1
140,5,0.29469941822882995,0.3210048157382424,0.010147949174935986,1
141,37,313.00490220616337,0.35069776119402984,0.06967960395169821,3
142,15,20.614320560412075,0.3460833169677926,0.0373888319409406,3
143,18,57.92980058949439,0.34466610436759687,0.03830768937928901,1
144,8,0.9471538111749861,0.07873651134907181,1.4943603835714315e-08,2
145,12,7.153115981610032,0.08167781780751415,1.979856613778182e-08,2
146,6,43.80700402480202,0.3188161465400271,0.008724693919225708,1
147,9,63.620493794278275,0.31618130235374586,0.010365617881880437,1
148,12,7.206882726183138,0.3452315942845248,0.030726326807987224,1
149,25,278.97861253674995,0.3262304755293301,0.01452871446197401,4
150,52,817.3822730682401,0.3777713765106246,0.0814660553513109,1
151,16,13.419409467045982,0.08286845655106392,1.7035122288716023e-08,2
152,13,192.27293586352286,0.3274998548115453,0.014378617013942257,1
153,12,13.219358898524053,0.3332045236997908,0.02602433665043994,1
154,19,23.893577878507617,0.1015138592750533,2.6250964386013934e-08,2
155,20,15.429292047556032,0.29532443047918305,0.03621256065781049,3
156,9,36.57375363019791,0.2957395034665044,0.008585376017975353,1
157,34,821.0989079877754,0.3627907874420998,0.03632524678465467,1
158,7,2.5417021074837307,0.26959469150085574,0.005294658823977302,1
159,11,51.562239687615985,0.33802193850026974,0.025351804619833444,1
160,21,23.975145886751687,0.3292936724826572,0.035048308191110635,3
161,28,131.71085006230658,0.10449956101843721,5.142693398332431e-08,2
162,15,16.91718397234872,0.09973291437549098,2.1736322540986504e-08,2
163,15,168.22259427191239,0.34020801409283413,0.022532624875656757,1
164,6,13.655059195157202,0.30210862414417505,0.008343533936754763,1
165,39,457.4752647466508,0.36092393947927603,0.06776802057776161,1
166,8,3.7882778678873907,0.315233942646319,0.014402516241268504,1
167,12,1.5647907647907646,0.24438868375890582,0.012451558233734082,3
168,21,63.56130248531089,0.09767656562548084,3.2836695489129065e-08,2
169,11,43.11545247486186,0.30718052075389474,0.012666801714142277,1
170,6,0.8095238095238095,0.25305911811956455,0.003101548232616107,1
171,22,54.980625781622784,0.3298098067655453,0.04134872097169028,3
172,14,13.015070055972997,0.0905219127293469,2.6482871536292083e-08,2
173,4,0.2,0.1633685222953555,1.9492686520136677e-05,3
174,17,36.66996371109369,0.3140576965916685,0.02592178844220648,1
175,10,1.7268808206607698,0.3512832332494456,0.03370750383182542,1
176,25,215.70951317141925,0.36247830614370014,0.03592782781554609,1
177,6,108.08338413489057,0.261552090387095,0.0022792959576828347,3
178,15,73.78786151231665,0.3096668973015716,0.01138262096377879,4
179,15,112.17075123731271,0.31035200105666355,0.00958361427891813,4
180,18,45.98152065799282,0.3274998548115453,0.037005075158223905,3
181,8,1.22964957079324,0.2803712947587181,0.011567109741915117,1
182,38,330.65122519850047,0.11279317697228146,6.495135216393791e-08,2
183,14,5.815886396951389,0.3262304755293301,0.028482640567218373,3
184,14,10.903175875631876,0.09667986597624123,2.8358610606355785e-08,2
185,17,25.38429568273595,0.3492425837616895,0.04064686555730162,3
186,10,44.88816330726822,0.29265459904926,0.007503901971983295,1
187,21,205.4092036566121,0.3438213345039508,0.025288691986804276,1
188,28,83.26783986115572,0.10725992678118838,5.804948207277975e-08,2
189,24,90.85340600959576,0.3342631560229037,0.048430272841405754,3
190,21,30.785132233966785,0.32372101033295064,0.034124034570287794,3
191,8,11.614784014429862,0.08910307397183362,1.403975890244854e-08,2
192,23,68.73475671268224,0.09903791148785689,4.3619642182857646e-08,2
193,17,22.736634489510617,0.292045325074834,0.026742532477795754,3
194,13,6.53756938575254,0.08052090820684116,1.3851195697538184e-08,2
195,38,167.92151400702977,0.34693925262393716,0.06450885256969466,3
196,21,106.39014157116704,0.3318906257356749,0.03842299058150296,3
197,17,22.110581539585915,0.31150060209684366,0.025946255689746445,3
198,12,28.11197034470125,0.34636815920398006,0.03166257358694252,1
199,53,1627.220396369464,0.3764197794569193,0.05343116444308299,1
200,25,189.15029940327284,0.32076014743356385,0.016567498243026633,4
201,27,54.56177020422925,0.3038536559081847,0.03831534210891492,1
202,11,5.477751331043979,0.3038536559081847,0.017698146341692995,1
203,8,2.6993899000865236,0.26484412424973935,0.004655738918360687,1
204,15,8.058635666512588,0.3498232031860647,0.03393582291468405,1
205,25,139.39628570532454,0.32648356356309993,0.0204560237377765,4
206,5,2.8134920634920633,0.26106533091366985,0.002252485620765893,3
207,6,6.074857230888493,0.2796261218822829,0.003794645419914981,1
